Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Sonoma,2001,Male,17,228786,7.4,4.3,11.9,
Gonorrhea,Sonoma,2001,Total,35,465423,7.5,5.2,10.5,
Gonorrhea,Sonoma,2002,Female,32,236918,13.5,9.2,19.1,
Gonorrhea,Sonoma,2002,Male,58,229080,25.3,19.2,32.7,
Gonorrhea,Sonoma,2002,Total,90,465998,19.3,15.5,23.7,
Gonorrhea,Sonoma,2003,Female,52,238069,21.8,16.3,28.6,
Gonorrhea,Sonoma,2003,Male,63,230188,27.4,21,35,
Gonorrhea,Sonoma,2003,Total,115,468257,24.6,20.3,29.5,
Gonorrhea,Sonoma,2004,Female,67,238891,28,21.7,35.6,
Gonorrhea,Sonoma,2004,Male,76,231042,32.9,25.9,41.2,
Gonorrhea,Sonoma,2004,Total,144,469933,30.6,25.8,36.1,
Gonorrhea,Sonoma,2005,Female,69,238649,28.9,22.5,36.6,
Gonorrhea,Sonoma,2005,Male,83,230875,36,28.6,44.6,
Gonorrhea,Sonoma,2005,Total,152,469524,32.4,27.4,37.9,
Gonorrhea,Sonoma,2006,Female,55,238835,23,17.3,30,
Gonorrhea,Sonoma,2006,Male,71,231132,30.7,24,38.7,
Gonorrhea,Sonoma,2006,Total,126,469967,26.8,22.3,31.9,
Gonorrhea,Sonoma,2007,Female,37,240336,15.4,10.8,21.2,
Gonorrhea,Sonoma,2007,Male,56,232651,24.1,18.2,31.3,
Gonorrhea,Sonoma,2007,Total,93,472987,19.7,15.9,24.1,
Gonorrhea,Sonoma,2008,Female,29,242159,12,8,17.2,
Gonorrhea,Sonoma,2008,Male,40,234491,17.1,12.2,23.2,
Gonorrhea,Sonoma,2008,Total,69,476650,14.5,11.3,18.3,
Gonorrhea,Sonoma,2009,Female,31,243970,12.7,8.6,18,
Gonorrhea,Sonoma,2009,Male,61,236628,25.8,19.7,33.1,
Gonorrhea,Sonoma,2009,Total,92,480598,19.1,15.4,23.5,
Gonorrhea,Sonoma,2010,Female,40,245773,16.3,11.6,22.2,
Gonorrhea,Sonoma,2010,Male,57,237768,24,18.2,31.1,
Gonorrhea,Sonoma,2010,Total,97,483541,20.1,16.3,24.5,
Gonorrhea,Sonoma,2011,Female,46,247341,18.6,13.6,24.8,
Gonorrhea,Sonoma,2011,Male,87,239372,36.3,29.1,44.8,
Gonorrhea,Sonoma,2011,Total,134,486713,27.5,23.1,32.6,
Gonorrhea,Sonoma,2012,Female,60,248785,24.1,18.4,31,
Gonorrhea,Sonoma,2012,Male,93,240791,38.6,31.2,47.3,
Gonorrhea,Sonoma,2012,Total,153,489576,31.3,26.5,36.6,
Gonorrhea,Sonoma,2013,Female,95,251118,37.8,30.6,46.2,
Gonorrhea,Sonoma,2013,Male,159,243246,65.4,55.6,76.3,
Gonorrhea,Sonoma,2013,Total,254,494364,51.4,45.3,58.1,
Gonorrhea,Sonoma,2014,Female,81,252950,32,25.4,39.8,
Gonorrhea,Sonoma,2014,Male,135,245007,55.1,46.2,65.2,
Gonorrhea,Sonoma,2014,Total,216,497957,43.4,37.8,49.6,
Gonorrhea,Sonoma,2015,Female,148,254436,58.2,49.2,68.3,
Gonorrhea,Sonoma,2015,Male,294,246483,119.3,106,133.7,
Gonorrhea,Sonoma,2015,Total,443,500919,88.4,80.4,97.1,
Gonorrhea,Sonoma,2016,Female,180,255524,70.4,60.5,81.5,
Gonorrhea,Sonoma,2016,Male,370,247628,149.4,134.6,165.4,
Gonorrhea,Sonoma,2016,Total,551,503152,109.5,100.6,119,
Gonorrhea,Sonoma,2017,Female,185,255860,72.3,62.3,83.5,
Gonorrhea,Sonoma,2017,Male,388,248023,156.4,141.3,172.8,
Gonorrhea,Sonoma,2017,Total,574,503883,113.9,104.8,123.6,
Gonorrhea,Stanislaus,2001,Female,125,235061,53.2,44.3,63.4,
Gonorrhea,Stanislaus,2001,Male,79,228067,34.6,27.4,43.2,
Gonorrhea,Stanislaus,2001,Total,204,463128,44,38.2,50.5,
Gonorrhea,Stanislaus,2002,Female,82,240286,34.1,27.1,42.4,
Gonorrhea,Stanislaus,2002,Male,78,233294,33.4,26.4,41.7,
Gonorrhea,Stanislaus,2002,Total,160,473580,33.8,28.8,39.4,
Gonorrhea,Stanislaus,2003,Female,156,244919,63.7,54.1,74.5,
Gonorrhea,Stanislaus,2003,Male,127,238088,53.3,44.5,63.5,
Gonorrhea,Stanislaus,2003,Total,283,483007,58.6,52,65.8,
Gonorrhea,Stanislaus,2004,Female,284,248433,114.3,101.4,128.4,
Gonorrhea,Stanislaus,2004,Male,251,241850,103.8,91.3,117.4,
Gonorrhea,Stanislaus,2004,Total,535,490283,109.1,100.1,118.8,
Gonorrhea,Stanislaus,2005,Female,345,252209,136.8,122.7,152,
Gonorrhea,Stanislaus,2005,Male,312,245811,126.9,113.2,141.8,
Gonorrhea,Stanislaus,2005,Total,657,498020,131.9,122,142.4,
Gonorrhea,Stanislaus,2006,Female,205,254877,80.4,69.8,92.2,
Gonorrhea,Stanislaus,2006,Male,205,248671,82.4,71.5,94.5,
Gonorrhea,Stanislaus,2006,Total,411,503548,81.6,73.9,89.9,
Gonorrhea,Stanislaus,2007,Female,232,257228,90.2,79,102.6,
Gonorrhea,Stanislaus,2007,Male,260,251144,103.5,91.3,116.9,
Gonorrhea,Stanislaus,2007,Total,496,508372,97.6,89.2,106.5,
Gonorrhea,Stanislaus,2008,Female,142,258191,55,46.3,64.8,
Gonorrhea,Stanislaus,2008,Male,127,252205,50.4,42,59.9,
Gonorrhea,Stanislaus,2008,Total,270,510396,52.9,46.8,59.6,
Gonorrhea,Stanislaus,2009,Female,76,258796,29.4,23.1,36.8,
Gonorrhea,Stanislaus,2009,Male,79,253256,31.2,24.7,38.9,
Gonorrhea,Stanislaus,2009,Total,155,512052,30.3,25.7,35.4,
Gonorrhea,Stanislaus,2010,Female,79,260691,30.3,24,37.8,
Gonorrhea,Stanislaus,2010,Male,87,255249,34.1,27.3,42,
Gonorrhea,Stanislaus,2010,Total,167,515940,32.4,27.6,37.7,
Gonorrhea,Stanislaus,2011,Female,67,262089,25.6,19.8,32.5,
Gonorrhea,Stanislaus,2011,Male,68,256868,26.5,20.6,33.6,
Gonorrhea,Stanislaus,2011,Total,136,518957,26.2,22,31,
Gonorrhea,Stanislaus,2012,Female,152,264425,57.5,48.7,67.4,
Gonorrhea,Stanislaus,2012,Male,150,259273,57.9,49,67.9,
Gonorrhea,Stanislaus,2012,Total,302,523698,57.7,51.3,64.5,
Gonorrhea,Stanislaus,2013,Female,246,266424,92.3,81.2,104.6,
Gonorrhea,Stanislaus,2013,Male,305,261308,116.7,104,130.6,
Gonorrhea,Stanislaus,2013,Total,551,527732,104.4,95.9,113.5,
Gonorrhea,Stanislaus,2014,Female,337,268286,125.6,112.6,139.8,
Gonorrhea,Stanislaus,2014,Male,433,263302,164.5,149.3,180.7,
Gonorrhea,Stanislaus,2014,Total,770,531588,144.8,134.8,155.4,
Gonorrhea,Stanislaus,2015,Female,311,271236,114.7,102.3,128.1,
Gonorrhea,Stanislaus,2015,Male,442,266372,165.9,150.8,182.1,
Gonorrhea,Stanislaus,2015,Total,753,537608,140.1,130.2,150.4,
Gonorrhea,Stanislaus,2016,Female,345,274124,125.9,112.9,139.9,
Gonorrhea,Stanislaus,2016,Male,416,269468,154.4,139.9,169.9,
Gonorrhea,Stanislaus,2016,Total,761,543592,140,130.2,150.3,
Gonorrhea,Stanislaus,2017,Female,334,278081,120.1,107.6,133.7,
Gonorrhea,Stanislaus,2017,Male,434,273476,158.7,144.1,174.3,
Gonorrhea,Stanislaus,2017,Total,770,551557,139.6,129.9,149.8,
Gonorrhea,Sutter,2001,Female,14,40526,34.5,18.9,58,
Gonorrhea,Sutter,2001,Male,8,39714,20.1,8.7,39.7,*
Gonorrhea,Sutter,2001,Total,22,80240,27.4,17.2,41.5,
Gonorrhea,Sutter,2002,Female,16,41367,38.7,22.1,62.8,
Gonorrhea,Sutter,2002,Male,14,40569,34.5,18.9,57.9,
Gonorrhea,Sutter,2002,Total,30,81936,36.6,24.7,52.3,
Gonorrhea,Sutter,2003,Female,31,42455,73,49.6,103.6,
Gonorrhea,Sutter,2003,Male,18,41653,43.2,25.6,68.3,
Gonorrhea,Sutter,2003,Total,49,84108,58.3,43.1,77,
Gonorrhea,Sutter,2004,Female,38,43461,87.4,61.9,120,
Gonorrhea,Sutter,2004,Male,23,42631,54,34.2,80.9,
Gonorrhea,Sutter,2004,Total,61,86092,70.9,54.2,91,
Gonorrhea,Sutter,2005,Female,43,44456,96.7,70,130.3,
Gonorrhea,Sutter,2005,Male,35,43650,80.2,55.9,111.5,
Gonorrhea,Sutter,2005,Total,78,88106,88.5,70,110.5,
Gonorrhea,Sutter,2006,Female,24,45699,52.5,33.7,78.1,
Gonorrhea,Sutter,2006,Male,11,44929,24.5,12.2,43.8,*
Gonorrhea,Sutter,2006,Total,35,90628,38.6,26.9,53.7,
Gonorrhea,Sutter,2007,Female,9,46629,19.3,8.8,36.6,*
Gonorrhea,Sutter,2007,Male,13,45873,28.3,15.1,48.5,
Gonorrhea,Sutter,2007,Total,22,92502,23.8,14.9,36,
Gonorrhea,Sutter,2008,Female,8,47099,17,7.3,33.5,*
Gonorrhea,Sutter,2008,Male,6,46366,12.9,4.7,28.2,*
Gonorrhea,Sutter,2008,Total,14,93465,15,8.2,25.1,
Gonorrhea,Sutter,2009,Female,9,47546,18.9,8.7,35.9,*
Gonorrhea,Sutter,2009,Male,11,46826,23.5,11.7,42,*
Gonorrhea,Sutter,2009,Total,20,94372,21.2,12.9,32.7,
Gonorrhea,Sutter,2010,Female,18,47773,37.7,22.3,59.5,
Gonorrhea,Sutter,2010,Male,12,47086,25.5,13.2,44.5,
Gonorrhea,Sutter,2010,Total,30,94859,31.6,21.3,45.1,
Gonorrhea,Sutter,2011,Female,11,48018,22.9,11.4,41,*
Gonorrhea,Sutter,2011,Male,13,47440,27.4,14.6,46.9,
Gonorrhea,Sutter,2011,Total,24,95458,25.1,16.1,37.4,
Gonorrhea,Sutter,2012,Female,16,48286,33.1,18.9,53.8,
Gonorrhea,Sutter,2012,Male,6,47762,12.6,4.6,27.3,*
Gonorrhea,Sutter,2012,Total,22,96048,22.9,14.4,34.7,
Gonorrhea,Sutter,2013,Female,35,48530,72.1,50.2,100.3,
Gonorrhea,Sutter,2013,Male,37,48010,77.1,54.3,106.2,
Gonorrhea,Sutter,2013,Total,72,96540,74.6,58.4,93.9,
Gonorrhea,Sutter,2014,Female,44,48756,90.2,65.6,121.1,
Gonorrhea,Sutter,2014,Male,40,48346,82.7,59.1,112.6,
Gonorrhea,Sutter,2014,Total,84,97102,86.5,69,107.1,
Gonorrhea,Sutter,2015,Female,54,49015,110.2,82.8,143.7,
Gonorrhea,Sutter,2015,Male,42,48602,86.4,62.3,116.8,
Gonorrhea,Sutter,2015,Total,96,97617,98.3,79.7,120.1,
Gonorrhea,Sutter,2016,Female,42,49300,85.2,61.4,115.1,
Gonorrhea,Sutter,2016,Male,38,48908,77.7,55,106.6,
Gonorrhea,Sutter,2016,Total,80,98208,81.5,64.6,101.4,
Gonorrhea,Sutter,2017,Female,53,49518,107,80.2,140,
Gonorrhea,Sutter,2017,Male,85,49202,172.8,138,213.6,
Gonorrhea,Sutter,2017,Total,139,98720,140.8,118.4,166.2,
Gonorrhea,Tehama,2001,Female,2,28540,7,0.8,25.3,*
Gonorrhea,Tehama,2001,Male,0,27925,0,0,13.2,#
Gonorrhea,Tehama,2001,Total,2,56465,3.5,0.4,12.8,*
Gonorrhea,Tehama,2002,Female,2,28910,6.9,0.8,25,*
Gonorrhea,Tehama,2002,Male,0,28371,0,0,13,#
Gonorrhea,Tehama,2002,Total,2,57281,3.5,0.4,12.6,*
Gonorrhea,Tehama,2003,Female,3,29459,10.2,2.1,29.8,*
Gonorrhea,Tehama,2003,Male,0,28956,0,0,12.7,#
Gonorrhea,Tehama,2003,Total,3,58415,5.1,1.1,15,*
Gonorrhea,Tehama,2004,Female,7,29977,23.4,9.4,48.1,*
Gonorrhea,Tehama,2004,Male,5,29516,16.9,5.5,39.5,*
Gonorrhea,Tehama,2004,Total,12,59493,20.2,10.4,35.2,
Gonorrhea,Tehama,2005,Female,12,30447,39.4,20.4,68.8,
Gonorrhea,Tehama,2005,Male,6,30014,20,7.3,43.5,*
Gonorrhea,Tehama,2005,Total,19,60461,31.4,18.9,49.1,
Gonorrhea,Tehama,2006,Female,19,30951,61.4,37,95.8,
Gonorrhea,Tehama,2006,Male,7,30591,22.9,9.2,47.1,*
Gonorrhea,Tehama,2006,Total,26,61542,42.2,27.6,61.9,
Gonorrhea,Tehama,2007,Female,7,31175,22.5,9,46.3,*
Gonorrhea,Tehama,2007,Male,7,30836,22.7,9.1,46.8,*
Gonorrhea,Tehama,2007,Total,14,62011,22.6,12.3,37.9,
Gonorrhea,Tehama,2008,Female,2,31514,6.3,0.8,22.9,*
Gonorrhea,Tehama,2008,Male,2,31206,6.4,0.8,23.2,*
Gonorrhea,Tehama,2008,Total,4,62720,6.4,1.7,16.3,*
Gonorrhea,Tehama,2009,Female,7,31697,22.1,8.9,45.5,*
Gonorrhea,Tehama,2009,Male,9,31425,28.6,13.1,54.4,*
Gonorrhea,Tehama,2009,Total,16,63122,25.3,14.5,41.2,
Gonorrhea,Tehama,2010,Female,2,31872,6.3,0.8,22.7,*
Gonorrhea,Tehama,2010,Male,1,31633,3.2,0.1,17.6,*
Gonorrhea,Tehama,2010,Total,3,63505,4.7,1,13.8,*
Gonorrhea,Tehama,2011,Female,5,31958,15.6,5.1,36.5,*
Gonorrhea,Tehama,2011,Male,4,31663,12.6,3.4,32.3,*
Gonorrhea,Tehama,2011,Total,9,63621,14.1,6.5,26.9,*
Gonorrhea,Tehama,2012,Female,19,32012,59.4,35.7,92.7,
Gonorrhea,Tehama,2012,Male,23,31699,72.6,46,108.9,
Gonorrhea,Tehama,2012,Total,42,63711,65.9,47.5,89.1,
Gonorrhea,Tehama,2013,Female,24,32033,74.9,48,111.5,
Gonorrhea,Tehama,2013,Male,36,31698,113.6,79.6,157.2,
Gonorrhea,Tehama,2013,Total,60,63731,94.1,71.9,121.2,
Gonorrhea,Tehama,2014,Female,46,32114,143.2,104.9,191,
Gonorrhea,Tehama,2014,Male,30,31733,94.5,63.8,134.9,
Gonorrhea,Tehama,2014,Total,76,63847,119,93.8,149,
Gonorrhea,Tehama,2015,Female,39,32205,121.1,86.1,165.5,
Gonorrhea,Tehama,2015,Male,34,31772,107,74.1,149.5,
Gonorrhea,Tehama,2015,Total,73,63977,114.1,89.4,143.4,
Gonorrhea,Tehama,2016,Female,44,32317,136.2,98.9,182.7,
Gonorrhea,Tehama,2016,Male,42,31841,131.9,95.1,178.3,
Gonorrhea,Tehama,2016,Total,86,64158,134,107.2,165.5,
Gonorrhea,Tehama,2017,Female,52,32407,160.5,119.9,210.4,
Gonorrhea,Tehama,2017,Male,42,31887,131.7,94.9,178,
Gonorrhea,Tehama,2017,Total,95,64294,147.8,119.6,180.6,
Gonorrhea,Trinity,2001,Female,,6327,,,,s
Gonorrhea,Trinity,2001,Male,,6636,,,,s
Gonorrhea,Trinity,2001,Total,1,12963,7.7,0.2,43,*
Gonorrhea,Trinity,2002,Female,,6408,,,,s
Gonorrhea,Trinity,2002,Male,,6751,,,,s
Gonorrhea,Trinity,2002,Total,1,13159,7.6,0.2,42.3,*
Gonorrhea,Trinity,2003,Female,0,6516,0,0,56.6,#
Gonorrhea,Trinity,2003,Male,0,6872,0,0,53.7,#
Gonorrhea,Trinity,2003,Total,0,13388,0,0,27.6,#
Gonorrhea,Trinity,2004,Female,,6574,,,,s
Gonorrhea,Trinity,2004,Male,,6945,,,,s
Gonorrhea,Trinity,2004,Total,3,13519,22.2,4.6,64.8,*
Gonorrhea,Trinity,2005,Female,0,6697,0,0,55.1,#
Gonorrhea,Trinity,2005,Male,0,7092,0,0,52,#
Gonorrhea,Trinity,2005,Total,0,13789,0,0,26.7,#
Gonorrhea,Trinity,2006,Female,,6718,,,,s
Gonorrhea,Trinity,2006,Male,,7105,,,,s
Gonorrhea,Trinity,2006,Total,2,13823,14.5,1.8,52.3,*
Gonorrhea,Trinity,2007,Female,,6689,,,,s
Gonorrhea,Trinity,2007,Male,,7098,,,,s
Gonorrhea,Trinity,2007,Total,2,13787,14.5,1.8,52.4,*
Gonorrhea,Trinity,2008,Female,0,6646,0,0,55.5,#
Gonorrhea,Trinity,2008,Male,0,7084,0,0,52.1,#
Gonorrhea,Trinity,2008,Total,0,13730,0,0,26.9,#
Gonorrhea,Trinity,2009,Female,,6670,,,,s
Gonorrhea,Trinity,2009,Male,,7101,,,,s
Gonorrhea,Trinity,2009,Total,1,13771,7.3,0.2,40.5,*
Gonorrhea,Trinity,2010,Female,,6673,,,,s
Gonorrhea,Trinity,2010,Male,,7106,,,,s
Gonorrhea,Trinity,2010,Total,1,13779,7.3,0.2,40.4,*
Gonorrhea,Trinity,2011,Female,,6672,,,,s
Gonorrhea,Trinity,2011,Male,,7061,,,,s
Gonorrhea,Trinity,2011,Total,1,13733,7.3,0.2,40.6,*
Gonorrhea,Trinity,2012,Female,0,6673,0,0,55.3,#
Gonorrhea,Trinity,2012,Male,0,7031,0,0,52.5,#
Gonorrhea,Trinity,2012,Total,0,13704,0,0,26.9,#
Gonorrhea,Trinity,2013,Female,,6661,,,,s
Gonorrhea,Trinity,2013,Male,,7006,,,,s
Gonorrhea,Trinity,2013,Total,2,13667,14.6,1.8,52.9,*
Gonorrhea,Trinity,2014,Female,,6635,,,,s
Gonorrhea,Trinity,2014,Male,,6978,,,,s
Gonorrhea,Trinity,2014,Total,7,13613,51.4,20.7,105.9,*
Gonorrhea,Trinity,2015,Female,,6616,,,,s
Gonorrhea,Trinity,2015,Male,,6946,,,,s
Gonorrhea,Trinity,2015,Total,12,13562,88.5,45.7,154.5,
Gonorrhea,Trinity,2016,Female,,6592,,,,s
Gonorrhea,Trinity,2016,Male,,6900,,,,s
Gonorrhea,Trinity,2016,Total,10,13492,74.1,35.5,136.3,*
Gonorrhea,Trinity,2017,Female,,6591,,,,s
Gonorrhea,Trinity,2017,Male,,6864,,,,s
Gonorrhea,Trinity,2017,Total,7,13455,52,20.9,107.2,*
Gonorrhea,Tulare,2001,Female,46,186935,24.6,18,32.8,
Gonorrhea,Tulare,2001,Male,37,187217,19.8,13.9,27.2,
Gonorrhea,Tulare,2001,Total,83,374152,22.2,17.7,27.5,
Gonorrhea,Tulare,2002,Female,87,190521,45.7,36.6,56.3,
Gonorrhea,Tulare,2002,Male,64,190673,33.6,25.9,42.9,
Gonorrhea,Tulare,2002,Total,151,381194,39.6,33.5,46.5,
Gonorrhea,Tulare,2003,Female,106,195203,54.3,44.5,65.7,
Gonorrhea,Tulare,2003,Male,94,195167,48.2,38.9,58.9,
Gonorrhea,Tulare,2003,Total,200,390370,51.2,44.4,58.8,
Gonorrhea,Tulare,2004,Female,236,199964,118,103.5,134.1,
Gonorrhea,Tulare,2004,Male,171,199949,85.5,73.2,99.3,
Gonorrhea,Tulare,2004,Total,408,399913,102,92.4,112.4,
Gonorrhea,Tulare,2005,Female,222,204140,108.7,94.9,124,
Gonorrhea,Tulare,2005,Male,182,204263,89.1,76.6,103,
Gonorrhea,Tulare,2005,Total,405,408403,99.2,89.7,109.3,
Gonorrhea,Tulare,2006,Female,271,207930,130.3,115.3,146.8,
Gonorrhea,Tulare,2006,Male,198,208162,95.1,82.3,109.3,
Gonorrhea,Tulare,2006,Total,469,416092,112.7,102.7,123.4,
Gonorrhea,Tulare,2007,Female,165,211625,78,66.5,90.8,
Gonorrhea,Tulare,2007,Male,148,211983,69.8,59,82,
Gonorrhea,Tulare,2007,Total,313,423608,73.9,65.9,82.5,
Gonorrhea,Tulare,2008,Female,102,215546,47.3,38.6,57.4,
Gonorrhea,Tulare,2008,Male,89,215925,41.2,33.1,50.7,
Gonorrhea,Tulare,2008,Total,191,431471,44.3,38.2,51,
Gonorrhea,Tulare,2009,Female,61,218918,27.9,21.3,35.8,
Gonorrhea,Tulare,2009,Male,39,219490,17.8,12.6,24.3,
Gonorrhea,Tulare,2009,Total,100,438408,22.8,18.6,27.7,
Gonorrhea,Tulare,2010,Female,44,220825,19.9,14.5,26.7,
Gonorrhea,Tulare,2010,Male,46,221505,20.8,15.2,27.7,
Gonorrhea,Tulare,2010,Total,90,442330,20.3,16.4,25,
Gonorrhea,Tulare,2011,Female,50,223338,22.4,16.6,29.5,
Gonorrhea,Tulare,2011,Male,43,224012,19.2,13.9,25.9,
Gonorrhea,Tulare,2011,Total,93,447350,20.8,16.8,25.5,
Gonorrhea,Tulare,2012,Female,77,225704,34.1,26.9,42.6,
Gonorrhea,Tulare,2012,Male,92,226296,40.7,32.8,49.9,
Gonorrhea,Tulare,2012,Total,169,452000,37.4,32,43.5,
Gonorrhea,Tulare,2013,Female,131,227558,57.6,48.1,68.3,
Gonorrhea,Tulare,2013,Male,161,228333,70.5,60,82.3,
Gonorrhea,Tulare,2013,Total,293,455891,64.3,57.1,72.1,
Gonorrhea,Tulare,2014,Female,177,229550,77.1,66.2,89.3,
Gonorrhea,Tulare,2014,Male,213,230360,92.5,80.5,105.7,
Gonorrhea,Tulare,2014,Total,390,459910,84.8,76.6,93.6,
Gonorrhea,Tulare,2015,Female,324,231814,139.8,125,155.8,
Gonorrhea,Tulare,2015,Male,346,232523,148.8,133.5,165.3,
Gonorrhea,Tulare,2015,Total,671,464337,144.5,133.8,155.9,
Gonorrhea,Tulare,2016,Female,339,233607,145.1,130.1,161.4,
Gonorrhea,Tulare,2016,Male,356,234353,151.9,136.5,168.5,
Gonorrhea,Tulare,2016,Total,696,467960,148.7,137.9,160.2,
Gonorrhea,Tulare,2017,Female,307,235832,130.2,116,145.6,
Gonorrhea,Tulare,2017,Male,339,236916,143.1,128.3,159.1,
Gonorrhea,Tulare,2017,Total,648,472748,137.1,126.7,148,
Gonorrhea,Tuolumne,2001,Female,1,26135,3.8,0.1,21.3,*
Gonorrhea,Tuolumne,2001,Male,0,29191,0,0,12.6,#
Gonorrhea,Tuolumne,2001,Total,1,55326,1.8,0,10.1,*
Gonorrhea,Tuolumne,2002,Female,2,26405,7.6,0.9,27.4,*
Gonorrhea,Tuolumne,2002,Male,0,29505,0,0,12.5,#
Gonorrhea,Tuolumne,2002,Total,2,55910,3.6,0.4,12.9,*
Gonorrhea,Tuolumne,2003,Female,5,26649,18.8,6.1,43.8,*
Gonorrhea,Tuolumne,2003,Male,2,29793,6.7,0.8,24.2,*
Gonorrhea,Tuolumne,2003,Total,7,56442,12.4,5,25.6,*
Gonorrhea,Tuolumne,2004,Female,6,26593,22.6,8.3,49.1,*
Gonorrhea,Tuolumne,2004,Male,4,29776,13.4,3.7,34.4,*
Gonorrhea,Tuolumne,2004,Total,10,56369,17.7,8.5,32.6,*
Gonorrhea,Tuolumne,2005,Female,5,26617,18.8,6.1,43.8,*
Gonorrhea,Tuolumne,2005,Male,5,29835,16.8,5.4,39.1,*
Gonorrhea,Tuolumne,2005,Total,10,56452,17.7,8.5,32.6,*
Gonorrhea,Tuolumne,2006,Female,6,26670,22.5,8.3,49,*
Gonorrhea,Tuolumne,2006,Male,3,29888,10,2.1,29.3,*
Gonorrhea,Tuolumne,2006,Total,9,56558,15.9,7.3,30.2,*
Gonorrhea,Tuolumne,2007,Female,7,26456,26.5,10.6,54.5,*
Gonorrhea,Tuolumne,2007,Male,6,29677,20.2,7.4,44,*
Gonorrhea,Tuolumne,2007,Total,14,56133,24.9,13.6,41.8,
Gonorrhea,Tuolumne,2008,Female,4,26415,15.1,4.1,38.8,*
Gonorrhea,Tuolumne,2008,Male,3,29645,10.1,2.1,29.6,*
Gonorrhea,Tuolumne,2008,Total,7,56060,12.5,5,25.7,*
Gonorrhea,Tuolumne,2009,Female,2,25985,7.7,0.9,27.8,*
Gonorrhea,Tuolumne,2009,Male,1,29273,3.4,0.1,19,*
Gonorrhea,Tuolumne,2009,Total,3,55258,5.4,1.1,15.9,*
Gonorrhea,Tuolumne,2010,Female,3,26158,11.5,2.4,33.5,*
Gonorrhea,Tuolumne,2010,Male,1,29192,3.4,0.1,19.1,*
Gonorrhea,Tuolumne,2010,Total,4,55350,7.2,2,18.5,*
Gonorrhea,Tuolumne,2011,Female,10,26144,38.3,18.3,70.3,*
Gonorrhea,Tuolumne,2011,Male,5,29046,17.2,5.6,40.2,*
Gonorrhea,Tuolumne,2011,Total,15,55190,27.2,15.2,44.8,
Gonorrhea,Tuolumne,2012,Female,9,26429,34.1,15.6,64.6,*
Gonorrhea,Tuolumne,2012,Male,8,28604,28,12.1,55.1,*
Gonorrhea,Tuolumne,2012,Total,17,55033,30.9,18,49.5,
Gonorrhea,Tuolumne,2013,Female,9,26147,34.4,15.7,65.3,*
Gonorrhea,Tuolumne,2013,Male,7,28747,24.4,9.8,50.2,*
Gonorrhea,Tuolumne,2013,Total,16,54894,29.1,16.7,47.3,
Gonorrhea,Tuolumne,2014,Female,9,26197,34.4,15.7,65.2,*
Gonorrhea,Tuolumne,2014,Male,14,28487,49.1,26.9,82.4,
Gonorrhea,Tuolumne,2014,Total,23,54684,42.1,26.7,63.1,
Gonorrhea,Tuolumne,2015,Female,10,26202,38.2,18.3,70.2,*
Gonorrhea,Tuolumne,2015,Male,24,28327,84.7,54.3,126,
Gonorrhea,Tuolumne,2015,Total,34,54529,62.4,43.2,87.1,
Gonorrhea,Tuolumne,2016,Female,18,26105,69,40.9,109,
Gonorrhea,Tuolumne,2016,Male,16,28186,56.8,32.5,92.2,
Gonorrhea,Tuolumne,2016,Total,34,54291,62.6,43.4,87.5,
Gonorrhea,Tuolumne,2017,Female,22,25962,84.7,53.1,128.3,
Gonorrhea,Tuolumne,2017,Male,25,28074,89.1,57.6,131.4,
Gonorrhea,Tuolumne,2017,Total,47,54036,87,63.9,115.6,
Gonorrhea,Ventura,2001,Female,53,385918,13.7,10.3,18,
Gonorrhea,Ventura,2001,Male,89,383073,23.2,18.7,28.6,
Gonorrhea,Ventura,2001,Total,142,768991,18.5,15.6,21.8,
Gonorrhea,Ventura,2002,Female,83,391526,21.2,16.9,26.3,
Gonorrhea,Ventura,2002,Male,76,388368,19.6,15.4,24.5,
Gonorrhea,Ventura,2002,Total,159,779894,20.4,17.3,23.8,
Gonorrhea,Ventura,2003,Female,95,396323,24,19.4,29.3,
Gonorrhea,Ventura,2003,Male,50,393044,12.7,9.4,16.8,
Gonorrhea,Ventura,2003,Total,145,789367,18.4,15.5,21.6,
Gonorrhea,Ventura,2004,Female,78,399212,19.5,15.4,24.4,
Gonorrhea,Ventura,2004,Male,58,395834,14.7,11.1,18.9,
Gonorrhea,Ventura,2004,Total,136,795046,17.1,14.4,20.2,
Gonorrhea,Ventura,2005,Female,122,400152,30.5,25.3,36.4,
Gonorrhea,Ventura,2005,Male,94,396715,23.7,19.1,29,
Gonorrhea,Ventura,2005,Total,216,796867,27.1,23.6,31,
Gonorrhea,Ventura,2006,Female,85,402512,21.1,16.9,26.1,
Gonorrhea,Ventura,2006,Male,94,398713,23.6,19.1,28.9,
Gonorrhea,Ventura,2006,Total,179,801225,22.3,19.2,25.9,
Gonorrhea,Ventura,2007,Female,64,404979,15.8,12.2,20.2,
Gonorrhea,Ventura,2007,Male,102,400932,25.4,20.7,30.9,
Gonorrhea,Ventura,2007,Total,166,805911,20.6,17.6,24,
Gonorrhea,Ventura,2008,Female,79,408229,19.4,15.3,24.1,
Gonorrhea,Ventura,2008,Male,78,403799,19.3,15.3,24.1,
Gonorrhea,Ventura,2008,Total,157,812028,19.3,16.4,22.6,
Gonorrhea,Ventura,2009,Female,59,411541,14.3,10.9,18.5,
